,SMILES,Melting Point
9062,COC(=O)C1=C(C=CC=C1)C(=O)C1=CC=CC=C1,52.0
9063,COC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,69.0
9064,CCN(CC)C1=C(C)C=CC=C1,-60.0
9065,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,96.0
9066,O=CN(C1=CC=CC=C1)C1=CC=CC=C1,73.5
9067,[O-][N+](=O)C1=CC=CC2=C1C=CC=N2,74.0
9068,O(C1=CC=CC2=CC=CC=C12)C1=CC=CC2=CC=CC=C12,110.0
9069,O=C(NC1=C2C=CC=CC2=CC=C1)NC1=C2C=CC=CC2=CC=C1,296.0
9070,C1OC2=CC=C(C=C2O1)C1OCC2C1COC2C1=CC=C2OCOC2=C1,124.0
9071,CCCOC(=O)C1=C(O)C=CC=C1,97.0
9072,COC1=CC2=C(NC=C2CCN)C=C1,121.5
9073,CC(=O)OC1=CNC2=CC=CC=C12,129.0
9074,IC1=CC=CC(I)=C1I,116.0
9075,NC1=CC=CC(N)=C1N,103.0
9076,CC1=C(C)C(O)=CC=C1O,224.0
9077,CC1=CC(C)=C(C(C)=C1N(=O)=O)N(=O)=O,85.3
9078,OCC(O)C(O)C(O)C(O)CO,189.5
9079,CCOC(=O)C(O)C(O)C(O)=O,90.0
9080,IC1=CC(I)=C(I)C(I)=C1I,172.0
9081,CCOC(=O)C(=O)C(=O)OCC,-30.0
9082,CCOC(=O)C(Br)C(C)Br,58.5
9083,OC1=CC(Cl)=C(Cl)C(Cl)=C1,101.0
9084,CCC(CO)[N+]([O-])=O,-47.0
9085,ClC(=O)C1=C(Cl)C=CC=C1,-4.0
9086,CN(C)C1=CC=CC=C1C,-60.0
9087,OC1=C(C=C(Cl)C=C1Cl)[N+]([O-])=O,122.0
9088,CC1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,78.0
9089,OC(=O)C1=CC=C(O)C(O)=C1O,221.0
9090,CN(C)C1=C(C=CC=C1)C(O)=O,72.0
9091,CN(C)C1=C(C=CC=C1)N(=O)=O,-20.0
9092,CC1=CC(=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,104.0
9093,CC1=CC=CC2=C1C=C1C=CC=CC1=C2,85.5
9094,NC1=C2C=C3C=CC=CC3=CC2=CC=C1,116.0
9095,CCOC1=C(C=CC=C1)N(=O)=O,2.2
9096,CC1=CC(C)=C(C=C1C)N(=O)=O,71.0
9097,NC1=CC(N)=C(C=C1)C(O)=O,140.0
9098,OC1=CC(Cl)=CC=C1[N+]([O-])=O,41.0
9099,CC1=CC=CC2=C1N=CC=C2,-80.0
9100,ClC1=CC=CC2=CC=CN=C12,-20.0
9101,ClC1=C2C=CC=CC2=NC=C1,34.5
9102,C(C1=CC=CC=C1)C1=CC=CC2=CC=CC=C12,59.5
9103,CC1=C2C=CC=CC2=NC2=CC=CC=C12,118.0
9104,CN(C)C(=O)C1=CC=CC=C1,44.0
9105,NC1=CC(=CC=C1)C(=O)C1=CC(N)=CC=C1,173.5
9106,CN(C(=O)N(C)C1=CC=CC=C1)C1=CC=CC=C1,122.0
9107,ClCC1=C(C=CC=C1)C#N,61.0
9108,COC1=C(C=C)C=CC=C1,29.0
9109,C1C=CCC2=C1C=CC=C2,25.0
9110,CCC1=CC=CC=C1[N+]([O-])=O,-12.3
9111,OC(=O)C1=C(CC2=CC=CC=C2)C=CC=C1,118.0
9112,ClC1=CC2=CC=CN=C2C=C1,43.8
9113,C1=CC=C(C=C1)C1=CC2=CC=CC=C2C=C1,103.5
9114,C1=CC=C(C=C1)C1=CC2=CC=CN=C2C=C1,110.0
9115,CC(=O)OC1=CC(OC(C)=O)=C(OC(C)=O)C=C1,99.0
9116,CC1=CC=C2C=C3C=CC=CC3=CC2=C1,209.0
9117,CCCCN(CCCC)C1=CC=CC=C1,-32.2
9118,C1CN(CCN1C1=CC=CC=C1)C1=CC=CC=C1,165.0
9119,[O-][N+](=O)C1=CC2=C(C=C1)N=CC=C2,153.5
9120,[O-][N+](=O)C1=CC=C2C=CC=NC2=C1,132.5
9121,BrC(Br)(Br)C1=CC=C2C=CC=CC2=N1,128.0
9122,C(C1=CC=CC=C1)C1=CC2=CC=CC=C2C=C1,58.0
9123,CCOC1=C(C=O)C=CC=C1,21.0
9124,COC1=CC=CC=C1OC(C)=O,31.5
9125,CC(=O)OC(OC(C)=O)C1=CC=CO1,53.3
9126,OC1=CC=CC=C1C(=O)OC1=CC2=CC=CC=C2C=C1,95.5
9127,CC1=CC=C(O)C(C=O)=C1,56.0
9128,O=C(C#N)C1=CC=CC=C1,32.5
9129,C\C(=N/O)C1=CC=CC=C1,60.0
9130,NNC(=O)C1=CC=CC=C1,115.0
9131,CN(N=O)C1=CC=CC=C1,14.7
9132,O=C(NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,152.0
9133,OC(CC1=CC=CC=C1)C1=CC=CC=C1,67.0
9134,O=C(OCC(COC(=O)C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)C1=CC=CC=C1,76.0
9135,O=C(\C=C\C1=CC=CC=C1)C1=CC=CC=C1,59.0
9136,CC1=C(NC(N)=S)C=CC=C1,162.0
9137,CC1=CC2=C(NC=C2)C=C1,60.0
9138,COC1=CC=C(N)C=C1N,67.5
9139,ClC1=NC2=CC=CC=C2O1,7.0
9140,CSC1=NC2=C(S1)C=CC=C2,44.0
9141,IC1=CC=CC=C1I,27.0
9142,CC1=C(C)C=C(Cl)C=C1,-6.0
9143,CC1=CC(Cl)=C(N)C=C1,7.0
9144,OC1=CC=C(O)C(Cl)=C1,108.0
9145,NC1=CC(N)=C(N)C=C1,97.3
9146,CN1C=CC(=O)NC1=O,237.0
9147,CCOC(=S)C(=S)OCC,27.0
9148,CC1=CC(C)=C(O)C=C1O,126.5
9149,CCCOC(=O)C(=O)OCCC,-44.3
9150,CCC(Cl)CC,-105.0
9151,CCN(C)CC,-196.0
9152,CC1=CNC=C1,-48.4
9153,CC1=CSC=C1,-69.0
9154,CN1C=CN=C1,-6.0
9155,CC1=CC(=CC(=C1O)C(C)(C)C)C(C)(C)C,51.0
9156,CCN(CC)CC(=O)NC1=C(C)C=C(C)C=C1C,44.0
9157,OC(=O)C(CC1=CC=CC=C1)C(O)=O,121.0
9158,OC(=O)C1=CC=C(O)C(=C1)[N+]([O-])=O,230.0
9159,CCOC(=O)C1=CC=C(O)C(OC)=C1,44.0
9160,CC1=C(OC(=O)OC2=C(C)C=CC=C2)C=CC=C1,60.0
9161,CCCCOC1=CC=C(C=N1)\N=N\C1=CC=C(N)N=C1N,129.0
9162,CCCC(O)C(O)=O,34.0
9163,CCOC(=O)C(C)=O,-50.0
9164,CCN(CC)C#N,-80.6
9165,BrC(=O)C1=CC=CC=C1,-24.0
9166,ClC(=C)C1=CC=CC=C1,-23.0
9167,CC(N)C1=CC=CC=C1,32.0
9168,OS(=O)C1=CC=CC=C1,84.0
9169,CC(=O)N1CCCCC1,-13.4
9170,CC(C)C1=CC(O)=CC=C1,26.0
9171,OC(=O)C(CC1=CC=CC=C1)CC1=CC=CC=C1,90.0
9172,OC(=O)C1=CC(I)=C(O)C(I)=C1,237.0
9173,OC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,127.0
9174,OC(=O)C1=CC(=CC(O)=C1)C(O)=O,293.0
9175,CC1=CC(=CC(=C1)N(=O)=O)N(=O)=O,93.0
9176,CC1=CC(=CC=C1[N+]([O-])=O)[N+]([O-])=O,52.5
9177,CCCCCCCCC(CCCCCCCC)C(O)=O,38.5
9178,CN(C)C1=CC=C(O)C=C1,77.0
9179,OC(=O)C1CCC(CC1)C(O)=O,312.5
9180,CCOC1=CC=C(C=C1)C(O)=O,198.0
9181,ICC1=CC=CC=C1,24.5
9182,OCC(CO)ON(=O)=O,54.0
9183,CCC1=CC(Cl)=CC=C1,-55.0
9184,CCC1=CC(O)=CC=C1,-4.0
9185,CCC(=O)NC1=CC=CC=C1,105.5
9186,ClCC(=O)OC1=CC=CC=C1,44.5
9187,CCOC(=O)C(=C\C1=CC=CC=C1)\C(C)=O,60.5
9188,O=C(NC1=CC=CC=C1)C(=O)NC1=CC=CC=C1,254.0
9189,O=C(OC1CCCCC1)C(=O)OC1CCCCC1,43.5
9190,CCC1=CC=C(CC2=CC=CC=C2)C=C1,-24.0
9191,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1,79.8
9192,C(C1=CC=CC=C1)C1=CC=CN=C1,34.0
9193,CC1=CC=C(NC(=S)NC2=CC=C(C)C=C2)C=C1,183.0
9194,O=C(CCC(=O)OC1=CC=CC=C1)OC1=CC=CC=C1,121.0
9195,CCCC1=CC=CC(O)=C1,26.0
9196,CCNC1=CC=CC(O)=C1,62.0
9197,O=N(=O)C1=CC(CC#N)=CC=C1,63.0
9198,COC1=CC=C(C=O)C=C1O,114.0
9199,CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC,-60.0
9200,C(C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1,187.0
9201,NC(=O)\C=C\C1=CC=CC=C1,149.0
9202,NC(=O)COC1=CC=CC=C1,102.0
9203,NC1=CC=C(CCC2=CC=C(N)C=C2)C=C1,137.0
9204,C1=CC=C(C=C1)N=C=NC1=CC=CC=C1,169.0
9205,OCCC1CCNCC1,132.5
9206,CCCC1=NC=CC=C1,2.0
9207,CC(=O)OC1CCCCC1,-65.0
9208,CCOC1=CC=C(Cl)C=C1,21.0
9209,OCC1=CC=C(O)C=C1,124.5
9210,CC1=CC=C(NO)C=C1,96.0
9211,CC(=O)\C=C\C1=CC=CO1,39.5
9212,ClCC1=CC=C(CCl)C=C1,100.0
9213,COC(=O)\C=C\C,-42.0
9214,CCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCC,64.0
9215,CCCCCCCC(=O)OC(=O)CCCCCCC,-1.0
9216,OC(CO[N+]([O-])=O)CO[N+]([O-])=O,26.0
9217,CCCNC(=O)NCCC,105.0
9218,ClCCOC(=O)OCCCl,8.0
9219,CCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCC,72.0
9220,CCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCC,56.6
9221,CCCCCCCCC(O)CCCCCCCC,61.0
9222,CCCCCCCOC(=O)CCCCCC,-33.0
9223,CCCCCCCC(=O)OCCC,-46.2
9224,CCCCCCC(=O)CCC,-9.0
9225,CCOC(=O)CCCCCCCC(=O)OCC,-18.5
9226,OCC(O)CON(=O)=O,61.0
9227,CCCCCOC(=O)CC,-73.1
9228,ClCCI,-15.6
9229,N\C=N\O,114.5
9230,CN=C=O,-45.0
9231,CON=O,-16.0
9232,CSSC,-85.0
9233,CC(C)(C)CCO,-60.0
9234,CCC=C(C)C,-135.0
9235,CC(C)CC#N,-101.0
9236,CCCC(C)Cl,-80.0
9237,OCC[N+]([O-])=O,-80.0
9238,CCNC(N)=O,92.5
9239,CCNC(N)=S,112.0
9240,CC(C)OC=O,-80.0
9241,CCOC(N)=S,41.0
9242,CC(O)CC(O)=O,49.0
9243,CC(C)C[N+]([O-])=O,-76.85
9244,CC(=O)NC(C)=O,79.0
9245,CC(C)SC(C)C,-78.1
9246,CC1=CC=C(C)N1,7.7
9247,BrC1=CC(Br)=CN=C1,112.0
9248,NC1=CC=CC(I)=C1,33.0
9249,OC1=CC=CC(I)=C1,118.0
9250,OC1=CC(O)=NC=C1,278.0
9251,CCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCC,53.4
9252,CCOC(=O)NC(N)=O,196.5
9253,CCCC(C)OC(C)=O,-100.0
9254,IC1=CC(I)=CC(I)=C1,184.2
9255,CC(=O)CC(=O)CC(C)=O,49.0
9256,ClC1=CC=NC=C1,-43.5
9257,CCCCCC(=O)OCCCC,-64.3
9258,CCOC(=O)CCCCC(O)=O,29.0
9259,CC(C)C\C=N\O,48.5
9260,OC(=O)\C=C\C=C,79.0
9261,OC(=O)CCCCl,16.0
9262,CCSCC(O)=O,-8.5
9263,CCCC[N+]([O-])=O,-81.33
9264,CCCOC(N)=O,60.0
9265,CCCC#C,-90.0
9266,C\C=C\C#N,-51.5
9267,ICCCI,-20.0
9268,C=CSC=C,20.0
9269,N#CSC#N,63.5
9270,CC(C)CCN(=O)=O,97.0
9271,CC(C)=NN=C(C)C,-12.5
9272,CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC,79.0
9273,CCCCCCCCCCCCCCCCCC(=O)OCCC(C)C,25.5
9274,CCCCCCCCCCC(=O)OCC,-15.0
9275,COC(=O)CCCCC(O)=O,9.0
9276,CCCCCC(N)=O,101.0
9277,C#CCCC#C,-6.0
9278,O=CNNC=O,156.0
9279,CCOOCC,-70.0
9280,CCCCCOC(C)=O,-70.8
9281,CC(=O)OCCOCCOC(C)=O,18.0
9282,CCCCCC#C,-81.0
9283,ICCCCCI,9.0
9284,CCCCOCC,-124.0
9285,C1CCC=CCC1,-56.0
9286,[O-][N+](=O)OCCO[N+]([O-])=O,-22.3
9287,CCCCCCCC(N)=O,108.0
9288,ICCCCCCI,9.5
9289,CCOCCOCC,-74.0
9290,N#CSCCSC#N,90.0
9291,C1=C/C=C\C=C/C=C\1,-4.7
9292,CCCCCCCCCCCC(=O)CC,34.0
9293,CCCCCC\C=N\O,57.5
9294,CCCCCCCCCCCCCCCC(N)=O,107.0
9295,CCCCCCCCCCCCC#N,9.7
9296,CCCCCCCCCCCCCC#N,19.0
9297,CCCCCCCSCCCCCCC,70.0
9298,CCCCCCCCCCCCCCCCOC(C)=O,-18.5
9299,CCCCCCCCCCCCCCCBr,19.0
9300,CCCCCCCCCCCCCCC#C,15.0
9301,CCCCCCCCCCCCCCCC#N,31.0
9302,CCCCCCCCCCCCCCCC=O,35.0
9303,CCCCCCCCOCCCCCCCC,-7.6
9304,CCCCCCCCCCCCCCCCC=O,36.0
9305,CCCCCCCCCCCCCCCCCCI,34.0
9306,CCCCCCCC\C=C\CCCCCCCCCCCCO,35.0
9307,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,75.0
9308,BrCC(Br)(Br)Br,0.0
9309,CC(C)(C)C=O,6.0
9310,CC(C)(C(O)=O)C(C)(C)C(O)=O,200.0
9311,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,294.0
9312,OC(=O)C(Br)Br,49.0
9313,CC1=NSC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,192.0
9314,CC(Br)C(Br)CBr,-19.0
9315,NCC(O)C(O)=O,235.0
9316,CNC(=O)N(C)C,75.5
9317,CC1=C(C)C=CS1,-49.0
9318,CC1=CC=CC(C)=C1C(O)=O,116.0
9319,OC1=CC=C2C(=O)C3=C(C=CC(O)=C3O)C(=O)C2=C1O,340.0
9320,BrC1=C2C(=O)OC(=O)C2=C(Br)C(Br)=C1Br,275.0
9321,IC1=C2C(=O)OC(=O)C2=C(I)C(I)=C1I,327.5
9322,BrC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,186.5
9323,CC1=C(C(C)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,184.0
9324,OC(=O)C1=C(C(O)=O)C(=NC=C1)C(O)=O,250.0
9325,NC1=CC=C(Cl)C(Cl)=C1Cl,73.0
9326,IC1=C(I)C(I)=C(I)C=C1,136.0
9327,NC1=CC(Cl)=C(Cl)C(Cl)=C1,99.0
9328,IC1=CC(I)=C(I)C(I)=C1,148.0
9329,COC(=O)C1=CC(C(=O)OC)=C(C=C1C(=O)OC)C(=O)OC,144.0
9330,ClC1=CC=CC2=NC=CC=C12,45.0
9331,COC1=CC(=CC(OC)=C1OC)C(=O)N1CCOCC1,121.0
9332,C1CNC2=C(C1)C=CC=C2,20.0
9333,S=C(NC1=CC=CC=C1)C1=CC=CC=C1,102.0
9334,IC1=CC(I)=C(I)C=C1I,254.0
9335,CC1=CC=CN1,-35.6
9336,OC(=O)C1=CC(C(O)=O)=C(O)C=C1,310.0
9337,CCOC(=O)C1=CC(=CC=C1)C(=O)OCC,11.5
9338,OC(=O)C1=CCCCC1,38.0
9339,CCC(=O)OC1=CC=CC=C1,20.0
9340,CC(=S)NC1=CC=CC=C1,77.5
9341,CCCCCCCCCCCCCCCCCC(=O)OC1=CC=CC=C1,52.0
9342,O=C1CCC(=O)CC1,78.0
9343,CCOC(C)(C)C,-94.0
9344,CCCC(C)I,-50.0
9345,CCOC(=O)CC(=O)CCl,-8.0
9346,CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC,72.0
9347,CC1NC(C)SC(C)S1,46.0
9348,CC(=O)NC(=O)NC(C)=O,154.5
9349,NC(CSCC(O)=O)C(O)=O,206.0
9350,CCCCCCCC(=O)OCCCCC,-34.8
9351,CCCCC(Cl)=O,-110.0
9352,CCCCCOC=O,-73.5
9353,CCCCCCCCCCCCCCCCCC#N,41.0
9354,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,274.0
9355,CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C,186.0
9356,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,275.0
9357,NC(=O)CF,108.0
9358,CNS(=O)(=O)C1=CC=C(C)C=C1,78.5
9359,COC1=C(O)C2=C(CC3N(C)CCC4=CC=CC2=C34)C=C1,123.5
9360,OC1COC2C(O)COC12,88.0
9361,CC1=CC=C2C(C)=CC=CC2=C1C,33.5
9362,C1=CC=C(C=C1)C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1,118.5
9363,CCN1C(=O)C=C(N)N(CC=C)C1=O,143.0
9364,OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC(Cl)=C(Cl)C=C1,247.0
9365,COC1=CC2=C(CNCC2)C(O)=C1OC,187.5
9366,CC(=O)OOC(=O)C1=CC=CC=C1,37.0
9367,O=C(SSC(=O)C1=CC=CC=C1)C1=CC=CC=C1,134.5
9368,CCCC1=CC=CC=C1O,7.0
9369,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,257.0
9370,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,69.5
9371,OC(=O)\C=C(/Br)C(O)=O,184.3
9372,CCCCCCC(N)C(O)=O,270.0
9373,ClP(Cl)C1=CC=CC=C1,-51.0
9374,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,173.0
9375,OP(=O)(OC1=CC=C(C=C1)[N+]([O-])=O)OC1=CC=C(C=C1)[N+]([O-])=O,173.5
9376,NCCC1=CC(O)=C(O)C=C1,219.0
9377,CCOC(CN)OCC,-78.0
9378,O=N(=O)NC1=CC=CC=C1,47.3
9379,CCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCC,41.8
9380,CCCCCOC(=O)CCC(=O)OCCCCC,-10.8
9381,N#CCCCCCC#N,-31.4
9382,NCCCCCCCCCCN,62.5
9383,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,215.0
9384,OC(=O)C1=C(F)C(F)=C(F)C(F)=C1C(O)=O,163.0
9385,FC1=C(F)C(F)=C(F)C2=C1C(=O)OC2=O,95.0
9386,OC(=O)C1=C(F)C(F)=CC(F)=C1F,151.0
9387,CC(=O)C1=C(F)C(F)=C(F)C(F)=C1F,130.5
9388,CC1=C(F)C(F)=C(C(O)=O)C(F)=C1F,174.0
9389,OC(=O)CC1=C(F)C(F)=C(F)C(F)=C1F,109.0
9390,NC1=CC=C2N=C3C=CC=CC3=NC2=C1N,264.0
9391,CCCCCCCF,-73.0
9392,CC1=CC(Cl)=C(C=C1S(N)(=O)=O)S(N)(=O)=O,260.0
9393,NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,207.0
9394,CC(N)(CC1=CC=C(O)C=C1)C(O)=O,312.5
9395,COC1=CC(=O)OC(C)=C1,86.0
9396,NC(=O)OCCCC1=CC=CC=C1,102.0
9397,O=C1CCCCCCN1,36.5
9398,C=C1CC(=O)O1,-6.5
9399,CC1=CC(C)=CC(=O)O1,51.5
9400,FCC(F)(F)C(F)F,-82.0
9401,CN(C)P(=O)(N(C)C)N(C)C,7.2
9402,CC(C)(CCC(O)=O)C(O)=O,84.0
9403,NC(=O)CBr,89.0
9404,ClC(Br)C(Cl)Br,-26.0
9405,FC(F)=C(F)C(F)=C(F)F,-132.0
9406,CCOC(=O)C(Br)C(=O)OCC,-54.0
9407,ON(CC(O)=O)C=O,119.5
9408,COC(=O)\C=C\C=C\C,15.0
9409,C\C=C\C(C)(C)C,-115.2
9410,CC\C=C\C(C)(C)C,-137.4
9411,CCOC(=O)CCCCCCCCC=C,-38.0
9412,O=N(=O)OCCOCCON(=O)=O,-11.3
9413,CCCCCCCCC(C)=O,14.0
9414,CCCCCCCC\C=C\C,-48.3
9415,CCCCCC\C=C\CCC,-63.7
9416,CC1=CCCC1,-126.5
9417,C1CC=CCN1,-48.0
9418,CN1C=CC=CC1=O,31.0
9419,CCC1CCC(=O)O1,-18.0
9420,CC(C)C1CCCCC1,-89.4
9421,CC(C)C1=CC=NC=C1,-54.9
9422,OC1CCCCCCC1,25.1
9423,ClC1=CC(=O)C=C(Cl)C1=O,123.0
9424,CC1=CC(O)=C(C=O)C=C1,60.5
9425,CCC1=CC(O)=CC(C)=C1,51.6
9426,OC(=O)CCC1CCCCC1,16.0
9427,CCC1(CC)COC(=O)NC1=O,97.5
9428,ClC1=CC(Cl)=C2C=CC=CC2=N1,67.5
9429,CC1=C(F)C(F)=C(C)C(F)=C1F,36.0
9430,CN(C)C1=C(C=CC=C1)N(C)C,8.9
9431,ClC1=C(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)Cl,40.0
9432,COC1=CC(O)=C(C=O)C(OC)=C1,70.0
9433,CCNCC(O)C1=CC=CC(O)=C1,147.5
9434,CCC(=O)NC1=CC(Cl)=C(Cl)C=C1,92.0
9435,OCCOC1=C2C=CC=CC2=CC=C1,45.0
9436,NC1=NN=C(S1)C1=CC=C(O1)N(=O)=O,280.0
9437,CCCCCCCC1CCCC(=O)O1,-12.0
9438,O=C(\C=C\C1=CC=CO1)C1=CC=CC=C1,47.0
9439,CCCC(C1=CC=CC=C1)C1=CC=CC=C1,27.0
9440,CCCNC(C)C(=O)NC1=CC=CC=C1C,37.5
9441,S=C(SC(=S)N1CCCCC1)N1CCCCC1,110.0
9442,CC1=CC=C(C=C1)N=C=NC1=CC=C(C)C=C1,58.5
9443,CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1,176.5
9444,NC1=CC=C(C=C1)\N=N\C1=CC=C(C=C1)[N+]([O-])=O,215.0
9445,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1,96.0
9446,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,72.0
9447,CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,131.0
9448,[O-][N+](=O)C1=CC=C(CCC2=CC=C(C=C2)[N+]([O-])=O)C=C1,181.0
9449,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,34.4
9450,CC(C)CCCC(C)C1CCC2C3CC=C4C=CCCC4(C)C3CCC12C,80.0
9451,CC(C)(C)CCl,-20.0
9452,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,-40.0
9453,CCC(=O)N(C)C,-45.0
9454,CC(C)C(=O)C(O)=O,31.5
9455,ClCC(Cl)C=C,-61.0
9456,OC(CN(=O)=O)C(Cl)(Cl)Cl,45.5
9457,CCCCCCCCC(C(O)=O)C(O)=O,116.0
9458,CCCCC(CC)C(Cl)=O,67.5
9459,CCCC(=O)N(C)C,-40.0
9460,FCCCl,-50.0
9461,CCCCCCCOO,35.5
9462,CCCCCCCCC#C,-44.0
9463,CCCCC\C=C\CCCC,-61.1
9464,CCCCCCCCCCC#C,-19.0
9465,CCCCCCCCCCOC=C,-41.0
9466,CCCCCCCCCCCCCBr,6.2
9467,CCCCCCCCCCCCCC#C,10.0
9468,CCCCCCCCCCCCCCCCCCC#C,36.0
9469,CC(O)C1CC1,-32.1
9470,CC(=O)C1CC1,-68.3
9471,N#CC1CCCCC1,11.0
9472,OOC1CCCCC1,-20.0
9473,CC1=C(C)C(=O)OC1=O,96.0
9474,COC1=CC=CC=C1Cl,-26.8
9475,ClC1=CC=CC(=C1)C#N,41.0
9476,O=CNC1CCCCC1,39.5
9477,CC1(C)CCCC(O)C1,11.5
9478,CC1CC(O)CC(C)(C)C1,55.8
9479,NC1=CC=CC2=NSN=C12,68.0
9480,C\C=C(/C)C1=CC=CC=C1,-23.5
9481,C1C2OC2C2=CC=CC=C12,24.5
9482,CC(C)NC1=CC=CC=C1,-10.0
9483,C=CCCC1=CC=CC=C1,-70.0
9484,CC1(C)CCCC(C)(C)N1,28.0
9485,NC12CC3CC(CC(C3)C1)C2,180.0
9486,CN(C)C1=C(C)C=CC=C1C,-36.0
9487,CC1=CC(C)=C(C=C)C(C)=C1,-37.0
9488,OC1=C(F)C(F)=CC(F)=C1F,38.0
9489,N#CCC1=CNC2=CC=CC=C12,36.0
9490,NC1=C(F)C(F)=C(F)C(F)=C1F,35.5
9491,FC1=C(F)C(F)=C(S)C(F)=C1F,-24.0
9492,NC1=CC2=C(C=CC=C2)C=C1N,199.0
9493,C1CCC(=CC1)C1=CC=CC=C1,-11.0
9494,C1CC(CCN1)C1=CC=CC=C1,60.5
9495,C1COC(OC1)C1=CC=CC=C1,41.0
9496,BrC(C1=CC=CC=C1)C1=CC=CC=C1,45.0
9497,O=C(N1CCCCC1)C1=CC=CC=C1,49.0
9498,ClC1=CC(Cl)=C(OCC#CI)C=C1Cl,113.5
9499,FC(F)(F)C1=CC(=CC=C1Cl)N(=O)=O,22.0
9500,CC(C)(C1=CC=CC=C1)C1=CC=CC=C1,29.0
9501,C[Si](O)(C1=CC=CC=C1)C1=CC=CC=C1,167.0
9502,C\C(=C\C1=CC=CC=C1)C1=CC=CC=C1,82.0
9503,OC(=O)\C=C\C1=CC=CC(=C1)C(F)(F)F,136.0
9504,CC1=C2C=CC=CC2=C(C)C2=C1C=CC=C2,183.0
9505,OC(=O)C1=CC=C2C(=C1)C(=O)C1=C2C=CC=C1,341.0
9506,C1=CC=C(C=C1)C1C2=C(C=CC=C2)C2=C1C=CC=C2,147.0
9507,FC1=CC=C(NC(=S)NC2=CC(Cl)=CC(Cl)=C2)C=C1,163.5
9508,COC1=C2O[C@H]3[C@H](O)CCC4[C@H]5CC(C=C1)=C2[C@@]34CCN5C,199.5
9509,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,240.0
9510,COCCOC1=C(N2CC2)C(=O)C(OCCOC)=C(N2CC2)C1=O,80.0
9511,CC(=O)NCC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=CC=C1,98.5
9512,FC(Cl)(Cl)CCl,-140.0
9513,COS(Cl)(=O)=O,-70.0
9514,CC(=C)C(C)=O,-54.0
9515,CC(C)(C)C(=O)C(O)=O,90.5
9516,CC(C)(C)C(=O)C(C)(C)C,-25.2
9517,BrCC(=O)CBr,26.0
9518,CCCCCCCC(=O)CCCCCCC,43.0
9519,CCOC(=O)CCCC(=O)OCC,-24.1
9520,BrC\C=C\CBr,53.4
9521,C=C\C=C\C=C,-12.0
9522,C=CC#CC=C,-88.0
